price,location,type,bedrooms,bathrooms,area,parking
$ 800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,3 baños,181 m²,Parqueadero
$ 2.200.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en La Candelaria,,3 baños,413 m²,
$ 240.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,1 baño,24 m²,Parqueadero
$ 2.344.550.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Puente Aranda,,2 baños,1.308 m²,
$ 1.780.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Teusaquillo,,,,
$ 271.622.000,"Chapinero Alto, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero Alto,,1 baño,33 m²,Parqueadero
$ 23.000.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Teusaquillo,,,3.000 m²,Parqueadero
$ 1.150.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,3 habitaciones,"5,5 baños",150 m²,
$ 1.981.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Fontibón,,2 baños,384 m²,
$ 3.619.281.360,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Quinta Camacho,,,730 m²,Parqueadero
$ 8.827.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Quinta Camacho,,,334 m²,
$ 230.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,1 baño,43 m²,Parqueadero
$ 1.450.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Virrey,3 habitaciones,3 baños,158 m²,Parqueadero
$ 2.980.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,333 m²,
$ 290.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,66 m²,
$ 485.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,1 habitación,2 baños,61 m²,
$ 320.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,2 baños,42 m²,Parqueadero
$ 450.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en Bella Suiza,,,37 m²,Parqueadero
$ 560.000.000,"Cantagallo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cantagallo,3 habitaciones,3 baños,118 m²,Parqueadero
$ 182.560.885,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en La Candelaria,,,114 m²,
$ 575.000.000,"Rafael Uribe Uribe, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Rafael Uribe Uribe,6 habitaciones,5 baños,240 m²,Parqueadero
$ 1.300.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,4 habitaciones,"4,5 baños",220 m²,Parqueadero
$ 440.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,2 baños,83 m²,
$ 403.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Nicolas De Federman,1 habitación,1 baño,49 m²,Parqueadero
$ 176.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,,47 m²,
$ 460.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Cedritos,1 habitación,1 baño,25 m²,Parqueadero
$ 750.000.000,"Cantagallo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cantagallo,3 habitaciones,2 baños,89 m²,
$ 350.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Engativa,,2 baños,120 m²,
$ 1.660.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,255 m²,Parqueadero
$ 3.057.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,145 m²,
$ 4.479.611.360,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Quinta Camacho,,,395 m²,
$ 450.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Fe,1 habitación,2 baños,50 m²,
$ 1.250.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,4 baños,147 m²,Parqueadero
$ 1.691.260.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Virrey,,,135 m²,Parqueadero
$ 1.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,154 m²,Parqueadero
$ 925.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,175 m²,Parqueadero
$ 1.100.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Cedritos,3 habitaciones,3 baños,227 m²,
$ 990.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Retiro,,,112 m²,Parqueadero
$ 397.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Nicolas De Federman,1 habitación,1 baño,50 m²,Parqueadero
$ 397.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nicolas De Federman,1 habitación,1 baño,49 m²,Parqueadero
$ 1.800.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,4 habitaciones,5 baños,300 m²,Parqueadero
$ 5.147.170.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Quinta Camacho,,,339 m²,
$ 1.650.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,6 habitaciones,4 baños,305 m²,Parqueadero
$ 2.100.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,,,
$ 950.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,69 m²,Parqueadero
$ 2.800.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Nueva Zelandia,,,43 m²,Parqueadero
$ 750.000.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero Central,,2 baños,94 m²,
$ 1.490.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,156 m²,
$ 4.678.223.000,"Rafael Uribe Uribe, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Rafael Uribe Uribe,,,773 m²,
$ 2.800.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,4 habitaciones,4 baños,310 m²,
$ 1.475.080.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Quinta Camacho,,,248 m²,
$ 310.000.000,"Ciudadela Colsubsidio, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudadela Colsubsidio,3 habitaciones,2 baños,63 m²,
$ 900.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Fe,3 habitaciones,2 baños,93 m²,Parqueadero
$ 550.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,106 m²,Parqueadero
$ 440.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,86 m²,
$ 980.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,3 habitaciones,3 baños,226 m²,Parqueadero
$ 780.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en El Batán,4 habitaciones,3 baños,131 m²,
$ 3.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,6 habitaciones,"5,5 baños",540 m²,
$ 545.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,3 baños,90 m²,Parqueadero
$ 1.600.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Barbara,4 habitaciones,4 baños,490 m²,Parqueadero
$ 1.398.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Barrios Unidos,,3 baños,,
$ 3.100.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Barrios Unidos,,3 baños,1.013 m²,
$ 1.250.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,4 habitaciones,3 baños,332 m²,Parqueadero
$ 420.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en Usaquén,,1 baño,46 m²,
$ 1.000.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,4 habitaciones,3 baños,304 m²,Parqueadero
$ 1.990.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,4 baños,246 m²,
$ 250.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,"1,5 baños",,
$ 443.000.000,"Suba Tibabuyes, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba Tibabuyes,3 habitaciones,2 baños,106 m²,Parqueadero
$ 990.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,4 habitaciones,3 baños,220 m²,Parqueadero
$ 423.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,67 m²,Parqueadero
$ 2.150.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,1 habitación,2 baños,92 m²,
$ 3.800.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Teusaquillo,,,,
$ 1.700.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,178 m²,
$ 1.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,290 m²,Parqueadero
$ 2.582.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,641 m²,
$ 1.200.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,10 habitaciones,4 baños,294 m²,Parqueadero
$ 498.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,63 m²,Parqueadero
$ 219.900.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 590.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,10 habitaciones,,373 m²,Parqueadero
$ 3.650.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,2 baños,276 m²,
$ 240.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Ciudad Bolívar,3 habitaciones,3 baños,86 m²,
$ 6.000.000.000,"Barrancas, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrancas,,4 baños,900 m²,
$ 870.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Batán,3 habitaciones,3 baños,127 m²,
$ 590.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,1 habitación,,51 m²,Parqueadero
$ 904.825.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,,106 m²,
$ 910.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"2,5 baños",100 m²,
$ 219.900.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Usaquén,1 habitación,1 baño,35 m²,
$ 880.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,3 baños,126 m²,Parqueadero
$ 2.300.000.000,"Marly, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Marly,1 habitación,9 baños,656 m²,Parqueadero
$ 1.750.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,"4,5 baños",350 m²,Parqueadero
$ 695.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,126 m²,
$ 545.000.000,"Barrancas, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrancas,3 habitaciones,3 baños,90 m²,
$ 470.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,64 m²,Parqueadero
$ 15.000.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Local comercial en Venta en Santa Barbara,20 habitaciones,,20.000 m²,Parqueadero
$ 3.000.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,290 m²,
$ 1.200.000.000,"Zona Franca, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Zona Franca,3 habitaciones,2 baños,102 m²,
$ 196.500.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,1 baño,41 m²,Parqueadero
$ 354.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,63 m²,
$ 3.204.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,4 baños,266 m²,Parqueadero
$ 232.800.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,2 baños,57 m²,
$ 1.050.000.000,"Venecia, Tunjuelito, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Venecia,9 habitaciones,6 baños,350 m²,
$ 426.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,1 habitación,"1,5 baños",55 m²,Parqueadero
$ 2.700.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,7 habitaciones,5 baños,175 m²,Parqueadero
$ 1.050.000.000,"Venecia, Tunjuelito, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Venecia,9 habitaciones,6 baños,350 m²,
$ 426.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,1 habitación,"1,5 baños",55 m²,Parqueadero
$ 2.700.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,7 habitaciones,5 baños,175 m²,Parqueadero
$ 255.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Chapinero,1 habitación,1 baño,31 m²,
$ 130.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en La Candelaria,,,47 m²,
$ 460.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,29 m²,
$ 1.828.086.203,"Metropolis, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Metropolis,,,135 m²,
$ 2.300.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,"2,5 baños",123 m²,
$ 220.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,1 baño,45 m²,
$ 750.000.000,"Barrancas, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrancas,,1 baño,118 m²,
$ 1.290.000.000,"Chico Reservado, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Reservado,3 habitaciones,4 baños,205 m²,Parqueadero
$ 509.000.000,"Germania, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Germania,1 habitación,4 baños,54 m²,Parqueadero
$ 240.000.000,"Germania, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Germania,1 habitación,1 baño,65 m²,
$ 950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,3 baños,159 m²,Parqueadero
$ 950.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,119 m²,Parqueadero
$ 309.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,58 m²,Parqueadero
$ 410.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Fontibón,3 habitaciones,2 baños,77 m²,Parqueadero
$ 1.100.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,148 m²,
$ 800.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,2 baños,161 m²,Parqueadero
$ 410.000.000,"Los Lagartos, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Lagartos,1 habitación,2 baños,58 m²,
$ 6.887.500.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,4 baños,725 m²,
$ 359.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,130 m²,Parqueadero
$ 390.000.000,"Turingia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Turingia,3 habitaciones,2 baños,88 m²,Parqueadero
$ 2.995.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,500 m²,Parqueadero
$ 2.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,1.477 m²,Parqueadero
$ 3.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,650 m²,Parqueadero
$ 320.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,2 baños,56 m²,Parqueadero
$ 4.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,950 m²,Parqueadero
$ 2.150.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,,5 baños,275 m²,
$ 1.200.000.000,"Lindaraja, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Lindaraja,2 habitaciones,3 baños,141 m²,Parqueadero
$ 935.859.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,3 baños,100 m²,
$ 1.500.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,5 habitaciones,4 baños,,Parqueadero
$ 168.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Engativa,1 habitación,1 baño,30 m²,
$ 3.190.710.250,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Kennedy,,8 baños,918 m²,
$ 235.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,1 habitación,1 baño,26 m²,
$ 269.000.000,"Pinar De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Pinar De Suba,3 habitaciones,2 baños,60 m²,Parqueadero
$ 360.000.000,"Pinar De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Pinar De Suba,3 habitaciones,2 baños,74 m²,Parqueadero
$ 11.700.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Oficina en Venta en Pasadena,,6 baños,900 m²,Parqueadero
$ 850.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,138 m²,Parqueadero
$ 290.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,3 habitaciones,2 baños,72 m²,
$ 359.000.000,"Turingia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Turingia,3 habitaciones,2 baños,88 m²,Parqueadero
$ 1.630.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,4 baños,187 m²,Parqueadero
$ 393.000.000,"Santa Teresa, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Teresa,2 habitaciones,2 baños,68 m²,Parqueadero
$ 1.050.000.000,"Chico Navarra, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Navarra,3 habitaciones,3 baños,124 m²,
$ 1.200.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,4 baños,216 m²,Parqueadero
$ 571.146.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,1 habitación,2 baños,62 m²,
$ 3.990.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,4 baños,359 m²,
$ 1.950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,1.400 m²,Parqueadero
$ 603.236.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,1 habitación,2 baños,65 m²,
$ 1.800.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Fontibón,,,33 m²,
$ 455.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,2 habitaciones,2 baños,67 m²,Parqueadero
$ 780.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,115 m²,
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,140 m²,Parqueadero
$ 380.000.000,"Turingia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Turingia,3 habitaciones,2 baños,73 m²,
$ 2.200.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Quinta Camacho,5 habitaciones,1 baño,252 m²,Parqueadero
$ 465.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,2 baños,72 m²,Parqueadero
$ 650.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,4 habitaciones,2 baños,150 m²,Parqueadero
$ 1.800.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Fontibón,,,31 m²,
$ 550.000.000,"Castilla, Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Castilla,3 habitaciones,3 baños,120 m²,Parqueadero
$ 700.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,2 baños,137 m²,Parqueadero
$ 1.260.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Retiro,,,80 m²,
$ 1.521.045.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,,2 baños,160 m²,
$ 1.400.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,3 baños,201 m²,
$ 1.400.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,159 m²,
$ 1.021.344.825,"Chico Reservado, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Reservado,3 habitaciones,4 baños,154 m²,Parqueadero
$ 1.200.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,198 m²,Parqueadero
$ 680.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,2 habitaciones,2 baños,134 m²,Parqueadero
$ 223.000.000,"Suba Tibabuyes, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba Tibabuyes,3 habitaciones,2 baños,51 m²,
