location,type,bedrooms,bathrooms,parking,log_area,log_price
Las Aguas,Apartamento,3,3.0,0,5.075173815233827,20.68763865930326
Barrancas,Casa,13,8.0,1,5.6240175061873385,20.772056001115843
Santa Barbara,Oficina,3,1.0,1,4.5217885770490405,20.617905321288585
Bella Suiza,Apartamento,3,4.0,1,5.6240175061873385,20.292482920853956
Suba Tibabuyes,Apartamento,3,2.0,1,4.663439094112067,19.90908032800941
El Chicó,Apartamento,3,5.0,0,5.655991810819852,21.69782547694454
El Chicó,Local,3,2.0,0,0.0,20.356536649498636
Bosque De Pinos,Apartamento,3,3.0,1,4.574710978503383,20.595432465436527
Usaquén,Apartamento,2,2.0,1,4.204692619390966,19.86288273701055
El Chicó,Apartamento,5,5.5,1,5.958424693029782,21.48407166598017
Chico Norte Ii,Oficina,3,2.0,0,4.605170185988092,20.71321550109291
Quiroga,Casa,4,3.0,1,5.393627546352362,20.292482920853956
Usaquén,Apartaestudio,1,1.0,0,3.5553480614894135,19.20868345552499
Kennedy,Casa,4,4.0,1,5.6240175061873385,20.18712240519613
Kennedy,Casa,10,2.0,1,5.921578419643816,20.19563309486404
Usaquén,Oficina,3,2.0,0,3.1780538303479458,18.951308995014536
Usaquén,Apartaestudio,1,1.0,0,3.5553480614894135,19.20868345552499
Usaquén,Apartamento,3,2.5,0,4.343805421853684,19.806975105072254
El Retiro,Oficina,3,2.0,0,2.8903717578961645,19.213673259482025
Fontibón,Local,3,2.0,0,5.1298987149230735,20.805843858455553
Chapinero,Apartamento,3,4.0,0,5.568344503761097,21.250948577778825
Chico Norte,Apartamento,5,8.0,1,5.6240175061873385,21.635146860331865
Suba,Apartamento,2,1.0,1,3.713572066704308,19.09617298927359
Barrios Unidos,Local,3,7.0,0,5.840641657373398,21.387499007341713
Palermo,Casa,5,7.0,1,5.6240175061873385,22.05298984657791
Cerros De Suba,Apartamento,3,2.0,0,4.04305126783455,19.26569027382156
El Retiro,Apartamento,3,3.0,0,5.598421958998375,21.08790895053432
Suba,Casa,4,5.0,0,5.6240175061873385,20.373708360776543
Chico Norte Ii,Apartamento,4,4.0,1,5.342334251964811,20.677221898445005
Suba,Casa,3,3.0,1,5.6240175061873385,20.905587393740365
Santa Barbara,Oficina,3,4.0,1,5.857933154483459,21.16795165820786
Suba,Local,3,2.0,0,5.6240175061873385,21.746795319490165
Suba,Casa,4,5.0,1,6.396929655216146,21.282881624881835
Suba Tibabuyes,Apartamento,3,2.0,0,3.9318256327243257,19.11881546602335
Kennedy,Casa,8,4.0,1,5.6240175061873385,19.497388197232425
Barrancas,Oficina,3,5.0,1,5.765191102784844,21.46520318167579
Santa Barbara,Oficina,3,1.0,0,3.5553480614894135,19.209138104316636
Usaquén,Apartamento,2,3.0,0,4.442651256490317,20.40855509210671
Suba,Local,3,1.0,0,4.624972813284271,21.06089740128747
La Felicidad,Local,3,1.0,0,4.060443010546419,19.781657297087968
Santa Barbara,Apartamento,3,3.0,1,5.6240175061873385,20.631150548038605
La Salle,Casa,5,3.0,1,5.6240175061873385,21.488733679085982
Fontibón,Apartamento,2,1.0,0,3.6375861597263857,19.291974109895786
Engativa,Apartamento,3,2.0,1,4.0943445622221,19.51595413135496
Fontibón,Apartamento,2,2.0,1,4.127134385045092,19.983027048852616
Kennedy,Casa,8,8.0,1,5.6240175061873385,20.496038960194564
Usaquén,Casa,3,3.0,0,4.770684624465665,20.16114691879287
Kennedy,Apartamento,3,2.0,1,5.6240175061873385,19.929192737796505
Suba,Casa,3,3.0,1,5.6240175061873385,20.125428836190792
Fontibón,Apartamento,3,2.0,0,3.9318256327243257,19.218187939836554
Fontibón,Apartamento,3,1.0,0,3.970291913552122,19.275096072108433
Usaquén,Casa,4,2.0,0,4.382026634673881,19.3761921889798
San Antonio Norte,Apartamento,3,3.0,1,4.189654742026425,19.73440441223742
Suba,Casa,4,4.0,1,6.163314804034641,21.917188305418847
Santa Barbara,Apartamento,3,3.5,1,5.099866427824199,20.818576016750736
Chico Norte Ii,Oficina,3,2.0,0,5.6240175061873385,21.555918612244657
Normandia,Casa,3,2.0,0,5.6240175061873385,21.241370106980675
Kennedy,Casa,2,5.0,0,5.6240175061873385,20.790924485420227
Teusaquillo,Local,13,7.0,0,6.3473892096560105,21.653704414403407
Santa Barbara,Apartamento,3,3.0,1,5.19295685089021,20.607854985435083
Restrepo,Casa,6,4.0,1,5.6240175061873385,20.667330204616107
Los Lagartos,Casa,4,4.0,1,5.703782474656201,20.954377557909798
Germania,Apartamento,3,2.0,1,5.6240175061873385,21.020403068168946
Usaquén,Apartamento,3,5.0,0,5.6240175061873385,21.564815781096684
Colinas De Suba,Apartamento,3,4.0,0,5.393627546352362,21.045349336115525
Fontibón,Apartamento,3,2.0,0,3.8501476017100584,19.12377825536548
Teusaquillo,Oficina,3,5.0,1,4.976733742420574,20.809258965697218
Cerros De Suba,Apartamento,3,5.0,1,5.111987788356544,20.997862669849535
El Chicó,Apartamento,3,3.0,1,5.6240175061873385,20.48119427574668
Barrancas,Local,3,1.0,0,3.044522437723423,19.755681810684706
Pasadena ,Oficina,3,6.0,1,4.74493212836325,20.985630101413904
Ciudad Bolívar,Local,3,2.0,0,4.356708826689592,21.161520767877565
Chico Reservado,Apartamento,2,3.0,1,4.859812404361672,21.059738073567623
Chico Reservado,Apartamento,2,3.0,1,4.74493212836325,20.661390433228323
Fontibón,Apartamento,2,1.0,0,3.6375861597263857,19.402759216364522
Usaquén,Apartamento,3,3.5,0,5.37989735354046,21.02337042939675
Santa Barbara,Oficina,3,2.0,0,3.5263605246161616,19.275096072108433
Chico Norte,Oficina,3,1.0,0,4.290459441148391,20.17853866150474
Usaquén,Apartamento,2,3.0,1,4.718498871295094,20.40855509210671
Cedritos,Casa,3,4.0,1,5.6240175061873385,14.038654109278484
Fontibón,Apartamento,2,1.0,0,3.6888794541139363,19.077682477875957
Suba,Casa,4,6.0,0,5.940171252720432,21.745716764648957
Usaquén,Casa,4,4.0,0,5.356586274672012,20.818576016750736
Usaquén,Apartamento,3,3.0,0,5.6240175061873385,21.032220044673732
Barrios Unidos,Oficina,3,1.0,0,4.007333185232471,20.125428836190792
Kennedy,Casa,5,3.0,0,4.0943445622221,19.661660273907398
Usaquén,Casa,4,2.0,0,4.382026634673881,19.3761921889798
Suba,Casa,3,3.0,1,5.6240175061873385,21.365119723118806
La Candelaria,Oficina,1,4.0,0,3.295836866004329,18.497641785088494
Suba,Apartamento,3,4.0,0,4.983606621708336,20.818576016750736
Gran Granada,Apartamento,3,2.0,0,5.6240175061873385,19.827882514029238
Usaquén,Apartamento,3,4.0,1,5.552959584921617,21.094829393378895
Chapinero,Apartamento,3,3.0,1,4.882801922586371,20.818576016750736
Niza,Casa,3,3.0,1,5.3471075307174685,21.05256958408901
El Chicó,Apartamento,4,4.0,1,5.288267030694535,20.905587393740365
Teusaquillo,Local,3,4.0,0,5.834810737062605,21.416413017506358
El Retiro,Apartamento,3,3.0,1,5.231108616854587,21.193269466192145
Los Rosales,Apartamento,1,1.0,1,4.143134726391533,20.292482920853956
Los Rosales,Apartamento,1,1.0,1,4.143134726391533,20.292482920853956
Suba,Casa,4,6.5,1,5.777652323222656,21.709082631469176
Puente Aranda,Oficina,3,2.0,1,4.844187086458591,20.818576016750736
Niza,Apartamento,3,4.0,1,5.6240175061873385,20.5001222856322
Usaquén,Apartamento,4,4.0,0,5.6240175061873385,20.6234455016642
Quinta Camacho,Oficina,3,1.0,1,4.897839799950911,21.77058483122697
Alhambra,Apartamento,3,2.0,1,4.442651256490317,19.96824325266838
Chapinero,Local,3,3.0,1,5.58724865840025,21.416413017506358
Chapinero,Oficina,3,5.0,1,5.572154032177765,21.639556568820566
Usaquén,Apartamento,2,2.0,1,4.219507705176107,20.125428836190792
Chico Navarra,Apartamento,3,4.0,1,4.867534450455582,21.02337042939675
Usaquén,Apartamento,1,2.0,0,4.04305126783455,20.343468475586825
Teusaquillo,Casa,10,8.0,1,6.218600119691729,21.436215644802537
Usaquén,Apartamento,4,6.0,1,5.356586274672012,21.2240411248589
Los Rosales,Apartamento,3,3.5,0,5.030437921392435,20.89721914406985
Usaquén,Casa,3,4.0,0,5.393627546352362,21.639556568820566
Santa Barbara,Oficina,3,6.0,1,4.804021044733257,20.985630101413904
El Chicó,Apartamento,3,4.5,0,5.318119993844216,20.682443842426157
Santa Teresa,Apartamento,3,2.0,0,4.31748811353631,19.80874437149695
Usaquén,Local,3,2.0,0,5.6240175061873385,20.777646061857514
Suba,Local,3,2.0,0,5.6240175061873385,19.54885183486202
Marly,Apartamento,3,3.5,1,5.159055299214529,20.905587393740365
El Chicó,Oficina,2,1.0,1,3.6888794541139363,19.552082855443466
Usaquén,Oficina,3,1.0,0,3.1780538303479458,19.06253463012476
Colinas De Suba,Apartamento,3,3.0,1,5.0106352940962555,20.612334276239128
Usaquén,Apartamento,1,1.0,0,3.8501476017100584,19.781657297087968
Teusaquillo,Casa,4,2.5,1,5.537334267018537,21.128730945054574
Bella Suiza,Oficina,3,1.5,0,3.6375861597263857,19.67914173356237
Santa Barbara,Apartamento,1,1.5,1,4.007333185232471,20.22896951513163
Germania,Apartaestudio,1,1.0,1,3.7376696182833684,20.43558376449463
Quinta Camacho,Local,3,2.0,0,5.575949103146316,21.557836187973386
Teusaquillo,Local,1,2.0,0,3.6888794541139363,19.67344371244773
Barrios Unidos,Apartamento,3,2.0,1,4.867534450455582,20.21244021318042
Barrios Unidos,Apartamento,3,2.0,1,4.867534450455582,20.245230036003413
La Calleja,Apartamento,3,2.0,1,5.0238805208462765,20.692806629461703
Chico Navarra,Local,3,1.0,0,2.995732273553991,19.06253463012476
Suba,Oficina,3,1.0,0,3.6109179126442243,19.467999738232926
Los Mártires,Oficina,1,1.0,0,3.4965075614664802,18.60291896394057
Teusaquillo,Casa,8,5.0,0,6.270988431858299,21.27332778912838
Suba,Apartaestudio,3,2.0,0,4.110873864173311,20.16114691879287
Santa Barbara,Local,3,2.0,0,5.6240175061873385,17.806640448705387
Usaquén,Apartamento,4,6.0,1,5.940171252720432,21.598734574300313
Bosque De Pinos,Oficina,3,1.0,1,5.209486152841421,21.1171885875993
Las Nieves,Oficina,3,1.0,0,4.127134385045092,19.519293032620475
Chico Norte,Oficina,3,4.0,1,4.51085950651685,20.290789179591396
El Batán,Apartamento,3,3.0,1,5.6240175061873385,20.313190116280563
Suba,Local,3,2.0,0,5.6240175061873385,19.54885183486202
Marly,Apartamento,3,3.5,1,5.159055299214529,20.905587393740365
El Chicó,Oficina,2,1.0,1,3.6888794541139363,19.552082855443466
Usaquén,Oficina,3,1.0,0,3.1780538303479458,19.06253463012476
Colinas De Suba,Apartamento,3,3.0,1,5.0106352940962555,20.612334276239128
Usaquén,Apartamento,1,1.0,0,3.8501476017100584,19.781657297087968
Teusaquillo,Casa,4,2.5,1,5.537334267018537,21.128730945054574
Bella Suiza,Oficina,3,1.5,0,3.6375861597263857,19.67914173356237
Santa Barbara,Apartamento,1,1.5,1,4.007333185232471,20.22896951513163
Germania,Apartaestudio,1,1.0,1,3.7376696182833684,20.43558376449463
Quinta Camacho,Local,3,2.0,0,5.575949103146316,21.557836187973386
Teusaquillo,Local,1,2.0,0,3.6888794541139363,19.67344371244773
Barrios Unidos,Apartamento,3,2.0,1,4.867534450455582,20.21244021318042
Barrios Unidos,Apartamento,3,2.0,1,4.867534450455582,20.245230036003413
La Calleja,Apartamento,3,2.0,1,5.0238805208462765,20.692806629461703
Chico Navarra,Local,3,1.0,0,2.995732273553991,19.06253463012476
Suba,Oficina,3,1.0,0,3.6109179126442243,19.467999738232926
Los Mártires,Oficina,1,1.0,0,3.4965075614664802,18.60291896394057
Teusaquillo,Casa,8,5.0,0,6.270988431858299,21.27332778912838
Suba,Apartaestudio,3,2.0,0,4.110873864173311,20.16114691879287
Santa Barbara,Local,3,2.0,0,5.6240175061873385,17.806640448705387
Usaquén,Apartamento,4,6.0,1,5.940171252720432,21.598734574300313
Bosque De Pinos,Oficina,3,1.0,1,5.209486152841421,21.1171885875993
Las Nieves,Oficina,3,1.0,0,4.127134385045092,19.519293032620475
Chico Norte,Oficina,3,4.0,1,4.51085950651685,20.290789179591396
El Batán,Apartamento,3,3.0,1,5.6240175061873385,20.313190116280563
Usaquén,Apartamento,2,3.0,1,4.454347296253507,20.352202155555577
Engativa,Local,3,2.0,0,5.805134968916488,21.232670451556956
Bosa,Casa,3,2.0,0,5.6240175061873385,19.435911423681425
Bosa,Apartamento,2,1.0,0,3.8066624897703196,18.735491483792398
Usme,Apartamento,3,1.0,0,3.912023005428146,18.983149600870195
Bosa,Apartamento,2,1.0,0,3.828641396489095,18.927498346320817
Suba,Apartamento,2,1.0,0,3.6888794541139363,19.008467408854486
Santa Barbara,Apartamento,4,5.0,1,5.652489180268651,21.388527814016822
Tintala,Apartamento,3,1.0,0,3.9889840465642745,19.053015785115555
Chico Norte,Oficina,3,2.0,1,4.727387818712341,20.60673202069046
Chapinero Central,Oficina,3,2.0,1,5.351858133476067,21.53419605316274
Chapinero Central,Oficina,3,2.0,1,5.497168225293202,21.75288532948471
Nueva Castilla,Apartamento,1,1.0,0,3.4339872044851463,19.04928940337474
Americas Occidental,Casa,3,2.0,1,5.3471075307174685,20.617905321288585
Galerias,Oficina,3,2.0,0,3.58351893845611,19.287781231635748
Usaquén,Casa,3,3.0,1,5.198497031265826,20.5001222856322
La Candelaria,Local,3,3.0,0,6.023447592961033,21.51172319731068
El Chicó,Oficina,3,1.0,1,3.1780538303479458,19.296149481306266
Teusaquillo,Local,3,2.0,0,5.6240175061873385,21.299879201250405
Chapinero Alto,Local,3,1.0,1,3.4965075614664802,19.419921951841125
Teusaquillo,Apartamento,3,5.5,0,5.0106352940962555,20.86302777932157
Fontibón,Local,3,2.0,0,5.950642552587727,21.406867604662825
Quinta Camacho,Local,3,2.0,1,6.593044534142437,22.0095413237395
Centro Internacional,Oficina,3,1.0,1,3.7612001156935624,19.25358986688747
El Virrey,Apartamento,3,3.0,1,5.062595033026967,21.094829393378895
Suba,Casa,4,5.0,0,5.808142489980444,21.815189137463726
Usaquén,Apartamento,3,3.0,0,4.189654742026425,19.485391480944795
San Patricio,Apartamento,1,2.0,0,4.110873864173311,19.999659448901756
El Chicó,Oficina,3,2.0,1,3.7376696182833684,19.583831553758046
Bella Suiza,Local,3,2.0,1,3.6109179126442243,19.92475814072864
Cantagallo,Apartamento,3,3.0,1,4.770684624465665,20.14344734169347
La Candelaria,Oficina,3,2.0,0,4.736198448394496,19.022594291787588
Rafael Uribe Uribe,Casa,6,5.0,1,5.480638923341991,20.169880598761626
La Calleja,Apartamento,4,4.5,1,5.393627546352362,20.985630101413904
Chapinero,Apartamento,3,2.0,0,4.418840607796598,19.90228528487658
Nicolas De Federman,Apartaestudio,1,1.0,1,3.8918202981106265,19.81444711991096
Kennedy,Apartamento,2,2.0,0,3.8501476017100584,18.985994553002424
Cedritos,Oficina,1,1.0,1,3.2188758248682006,19.946737047447414
Cantagallo,Apartamento,3,2.0,0,4.48863636973214,20.43558376449463
Engativa,Local,3,2.0,0,4.787491742782046,19.67344371244773
Suba,Casa,4,4.0,1,5.541263545158426,21.230083439314864
Ciudad Bolívar,Local,3,2.0,0,4.976733742420574,21.84069987985511
Santa Fe,Apartamento,1,2.0,0,3.912023005428146,19.92475814072864
Suba,Apartamento,3,4.0,1,4.990432586778736,20.94640938826062
El Virrey,Local,3,2.0,1,4.90527477843843,21.24873965021819
Usaquén,Apartamento,3,5.0,1,5.0369526024136295,20.905587393740365
Usaquén,Apartamento,3,3.0,1,5.1647859739235145,20.6453042954767
Cedritos,Casa,3,3.0,0,5.424950017481403,20.818576016750736
El Retiro,Oficina,3,2.0,1,4.718498871295094,20.71321550109291
Nicolas De Federman,Apartaestudio,1,1.0,1,3.912023005428146,19.799446838651466
Nicolas De Federman,Apartamento,1,1.0,1,3.8918202981106265,19.799446838651466
Suba,Apartamento,4,5.0,1,5.703782474656201,21.31105250184853
Teusaquillo,Casa,6,4.0,1,5.720311776607412,21.2240411248589
Suba,Casa,4,2.0,0,5.6240175061873385,21.46520318167579
El Chicó,Oficina,3,2.0,1,4.23410650459726,20.671972542558862
Nueva Zelandia,Local,3,2.0,1,3.7612001156935624,21.75288525412757
Chapinero Central,Local,3,2.0,0,4.543294782270004,20.43558376449463
Usaquén,Apartamento,3,3.0,0,5.049856007249537,21.12204195690378
Los Rosales,Apartamento,4,4.0,0,5.736572297479192,21.75288525412757
Quinta Camacho,Local,3,2.0,0,5.5134287461649825,21.11197806255554
Ciudadela Colsubsidio,Apartamento,3,2.0,0,4.143134726391533,19.552082855443466
Santa Fe,Apartamento,3,2.0,1,4.532599493153256,20.617905321288585
Usaquén,Apartamento,3,3.0,1,4.663439094112067,20.125428836190792
Kennedy,Apartamento,3,2.0,0,4.454347296253507,19.90228528487658
Teusaquillo,Casa,3,3.0,1,5.420534999272286,20.70306312962889
El Batán,Casa,4,3.0,0,4.875197323201151,20.47480447764791
Usaquén,Casa,6,5.5,0,6.29156913955832,21.97602880544178
Cedritos,Apartamento,3,3.0,1,4.499809670330265,20.11629635262752
Santa Barbara,Casa,4,4.0,1,6.194405391104672,21.193269466192145
Barrios Unidos,Local,3,3.0,0,5.6240175061873385,21.05830848075803
Barrios Unidos,Casa,4,3.0,1,5.805134968916488,20.94640938826062
Usaquén,Local,3,1.0,0,3.828641396489095,19.855765269241687
Barrios Unidos,Casa,4,3.0,1,5.717027701406222,20.72326583694641
Cerros De Suba,Apartamento,3,4.0,0,5.5053315359323625,21.41140047568281
Suba,Casa,3,1.5,0,5.6240175061873385,19.33697147582652
Suba Tibabuyes,Apartamento,3,2.0,1,4.663439094112067,19.90908032800941
Teusaquillo,Casa,4,3.0,1,5.393627546352362,20.71321550109291
Usaquén,Apartamento,2,2.0,1,4.204692619390966,19.86288273701055
Chapinero,Apartamento,1,2.0,0,4.5217885770490405,21.488733679085982
Chapinero,Apartamento,3,3.0,0,5.181783550292085,21.253894088008582
Usaquén,Apartamento,4,4.0,1,5.66988092298052,21.128730945054574
Ciudad Bolívar,Local,3,2.0,0,6.46302945692067,21.67183012937086
Teusaquillo,Casa,10,4.0,1,5.683579767338681,20.905587393740365
Usaquén,Apartamento,2,2.0,1,4.143134726391533,20.026110634988928
Usaquén,Apartaestudio,1,1.0,0,3.5553480614894135,19.20868345552499
Kennedy,Casa,10,2.0,1,5.921578419643816,20.19563309486404
Chico Norte,Oficina,3,2.0,0,5.62040086571715,22.017993004540813
Ciudad Bolívar,Casa,3,3.0,0,4.454347296253507,19.296149481306266
El Batán,Apartamento,3,3.0,0,4.844187086458591,20.584003769612902
Barrios Unidos,Oficina,1,2.0,1,3.9318256327243257,20.19563309486404
Chico Norte Ii,Oficina,3,2.0,0,4.663439094112067,20.623252112800035
Usaquén,Apartamento,3,2.5,0,4.605170185988092,20.62895515747517
Usaquén,Apartaestudio,1,1.0,0,3.5553480614894135,19.20868345552499
San Patricio,Apartamento,3,3.0,1,4.836281906951478,20.595432465436527
Marly,Local,1,9.0,1,6.486160788944089,21.556174959881517
Suba,Casa,3,4.5,1,5.857933154483459,21.282881624881835
Usaquén,Apartamento,3,3.0,0,4.836281906951478,20.359422403529067
Barrancas,Apartamento,3,3.0,0,4.499809670330265,20.11629635262752
Usaquén,Apartamento,2,2.0,1,4.1588830833596715,19.96824325266838
Usaquén,Apartamento,3,3.0,0,5.66988092298052,21.82187812561452
Zona Franca,Apartamento,3,2.0,0,4.624972813284271,20.905587393740365
Suba,Apartamento,2,1.0,1,3.713572066704308,19.09617298927359
Kennedy,Apartamento,3,2.0,0,4.143134726391533,19.684807471098047
Usaquén,Oficina,3,4.0,1,5.583496308781699,21.887665866152524
Cerros De Suba,Apartamento,3,2.0,0,4.04305126783455,19.26569027382156
Venecia,Casa,9,6.0,0,5.857933154483459,20.772056001115843
Santa Barbara,Apartamento,1,1.5,1,4.007333185232471,19.869949904233646
Engativa,Casa,7,5.0,1,5.1647859739235145,21.716517609956693
Venecia,Casa,9,6.0,0,5.857933154483459,20.772056001115843
Santa Barbara,Apartamento,1,1.5,1,4.007333185232471,19.869949904233646
Engativa,Casa,7,5.0,1,5.1647859739235145,21.716517609956693
Chapinero,Apartaestudio,1,1.0,0,3.4339872044851463,19.3567741031227
La Candelaria,Oficina,3,2.0,0,3.8501476017100584,18.683045008419857
Usaquén,Apartamento,1,1.0,0,3.367295829986474,19.946737047447414
Metropolis,Local,3,2.0,0,4.90527477843843,21.3265354658687
Los Rosales,Apartamento,3,2.5,0,4.812184355372417,21.556174959881517
Suba,Apartamento,3,1.0,0,3.8066624897703196,19.209138104316636
Barrancas,Oficina,3,1.0,0,4.770684624465665,20.43558376449463
Chico Reservado,Oficina,3,4.0,1,5.3230099791384085,20.977908055319993
Germania,Oficina,1,4.0,1,3.9889840465642745,20.047958574514798
Germania,Apartamento,1,1.0,0,4.174387269895637,19.296149481306266
Suba,Casa,3,3.0,1,5.0689042022202315,20.671972542558862
Usaquén,Apartamento,3,2.0,1,4.77912349311153,20.671972542558862
Kennedy,Apartamento,3,2.0,1,4.060443010546419,19.54885183486202
Fontibón,Apartamento,3,2.0,1,4.343805421853684,19.83166771766263
Santa Barbara,Apartamento,3,3.0,0,4.997212273764115,20.818576016750736
Barrios Unidos,Casa,3,2.0,1,5.081404364984463,20.5001222856322
Los Lagartos,Apartamento,1,2.0,0,4.060443010546419,19.83166771766263
Suba,Casa,4,3.0,1,4.867534450455582,19.69883294645255
Turingia,Apartamento,3,2.0,1,4.477336814478207,19.781657297087968
Suba,Casa,4,6.0,1,6.214608098422191,21.820210068513823
Suba,Casa,4,4.0,1,6.476972362889683,21.97602880544178
Chico Norte,Oficina,3,2.0,1,4.02535169073515,19.583831553758046
Chapinero,Oficina,3,5.0,0,5.616771097666572,21.488733679085982
Lindaraja,Casa,2,3.0,1,4.948759890378168,20.905587393740365
Niza,Apartamento,3,3.0,0,4.605170185988092,20.656975382068726
Santa Barbara,Apartamento,5,4.0,1,5.6240175061873385,21.128730945054574
Engativa,Apartaestudio,1,1.0,0,3.4011973816621555,18.939474537367534
Teusaquillo,Apartamento,1,1.0,0,3.258096538021482,19.275096072108433
