price,location,type,bedrooms,bathrooms,area,parking
$ 1.850.000.000,"Bosque De Pinos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Bosque De Pinos,4 habitaciones,6 baños,219 m²,Parqueadero
$ 400.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,85 m²,Parqueadero
$ 400.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,85 m²,Parqueadero
$ 300.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,1 baño,39 m²,Parqueadero
$ 300.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,1 baño,39 m²,Parqueadero
$ 2.650.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,7 baños,410 m²,Parqueadero
$ 1.400.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,507 m²,Parqueadero
$ 2.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,6 habitaciones,"6,5 baños",380 m²,Parqueadero
$ 280.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,50 m²,Parqueadero
$ 280.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,50 m²,Parqueadero
$ 1.249.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,5 baños,373 m²,Parqueadero
$ 620.000.000,"Los Lagartos, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Lagartos,3 habitaciones,2 baños,86 m²,Parqueadero
$ 840.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,"4,5 baños",125 m²,Parqueadero
$ 1.599.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,280 m²,Parqueadero
$ 1.387.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,"3,5 baños",174 m²,Parqueadero
$ 1.750.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,7 baños,257 m²,Parqueadero
$ 650.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,2 baños,67 m²,Parqueadero
$ 730.000.000,"Puente Largo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Largo,2 habitaciones,3 baños,102 m²,Parqueadero
$ 775.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Santa Barbara,1 habitación,"2,5 baños",60 m²,Parqueadero
$ 680.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,2 baños,98 m²,
$ 449.999.999,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Alameda,4 habitaciones,2 baños,136 m²,
$ 500.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en San Patricio,1 habitación,"1,5 baños",69 m²,Parqueadero
$ 395.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,81 m²,Parqueadero
$ 395.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,2 baños,81 m²,Parqueadero
$ 2.900.000.000,"Chico Reservado, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Reservado,3 habitaciones,5 baños,193 m²,Parqueadero
$ 1.300.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Colina Campestre,3 habitaciones,2 baños,264 m²,Parqueadero
$ 370.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,2 habitaciones,2 baños,64 m²,Parqueadero
$ 370.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,2 habitaciones,2 baños,64 m²,Parqueadero
$ 1.543.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,2 habitaciones,"3,5 baños",127 m²,Parqueadero
$ 435.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,2 habitaciones,2 baños,70 m²,Parqueadero
$ 568.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,3 baños,123 m²,Parqueadero
$ 330.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,2 baños,59 m²,Parqueadero
$ 1.046.000.000,"Normandia, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Normandia,4 habitaciones,3 baños,218 m²,Parqueadero
$ 1.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,264 m²,Parqueadero
$ 800.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,5 habitaciones,4 baños,178 m²,Parqueadero
$ 320.000.000,"Gran Granada, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Gran Granada,3 habitaciones,1 baño,69 m²,
$ 565.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,7 habitaciones,5 baños,276 m²,
$ 650.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,5 habitaciones,3 baños,257 m²,Parqueadero
$ 1.350.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,5 baños,168 m²,Parqueadero
$ 1.350.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,5 baños,168 m²,Parqueadero
$ 1.699.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,350 m²,Parqueadero
$ 420.000.000,"Florida Blanca, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Florida Blanca,7 habitaciones,3 baños,195 m²,
$ 1.330.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,4 baños,217 m²,Parqueadero
$ 2.700.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,6 baños,440 m²,Parqueadero
$ 349.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,62 m²,Parqueadero
$ 2.700.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,5 habitaciones,6 baños,440 m²,Parqueadero
$ 2.500.000.000,"Bosque De Pinos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Bosque De Pinos,4 habitaciones,"5,5 baños",300 m²,
$ 550.000.000,"Modelia, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Modelia,4 habitaciones,2 baños,120 m²,Parqueadero
$ 385.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Engativa,1 habitación,1 baño,33 m²,
$ 5.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,"6,5 baños",5.936 m²,Parqueadero
$ 720.000.000,"Puente Largo, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Puente Largo,3 habitaciones,3 baños,98 m²,Parqueadero
$ 949.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en La Calleja,4 habitaciones,4 baños,172 m²,Parqueadero
$ 1.599.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,180 m²,Parqueadero
$ 398.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Usaquén,1 habitación,2 baños,49 m²,Parqueadero
$ 540.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Ciudad Bolívar,3 habitaciones,3 baños,,Parqueadero
$ 1.639.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,3 habitaciones,4 baños,223 m²,Parqueadero
$ 2.200.000.000,"Lindaraja, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Lindaraja,4 habitaciones,5 baños,324 m²,Parqueadero
$ 429.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,4 habitaciones,2 baños,90 m²,Parqueadero
$ 429.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,4 habitaciones,2 baños,100 m²,Parqueadero
$ 429.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,4 habitaciones,2 baños,100 m²,Parqueadero
$ 319.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Nicolas De Federman,1 habitación,1 baño,45 m²,Parqueadero
$ 560.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Cedritos,5 habitaciones,4 baños,209 m²,Parqueadero
$ 611.540.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Barrios Unidos,,,56 m²,
$ 202.500.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,2 habitaciones,1 baño,53 m²,
$ 910.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,6 baños,194 m²,Parqueadero
$ 319.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Nicolas De Federman,1 habitación,1 baño,45 m²,Parqueadero
$ 881.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Quinta Camacho,4 habitaciones,4 baños,189 m²,Parqueadero
$ 319.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Nicolas De Federman,1 habitación,1 baño,45 m²,Parqueadero
$ 881.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Quinta Camacho,4 habitaciones,4 baños,189 m²,Parqueadero
$ 690.000.000,"El Plan, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Plan,3 habitaciones,3 baños,120 m²,Parqueadero
$ 690.000.000,"El Plan, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Plan,3 habitaciones,3 baños,120 m²,Parqueadero
$ 690.000.000,"El Plan, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Plan,3 habitaciones,3 baños,120 m²,Parqueadero
$ 850.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,3 habitaciones,2 baños,178 m²,Parqueadero
$ 750.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,2 baños,77 m²,Parqueadero
$ 750.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,2 baños,77 m²,Parqueadero
$ 750.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,2 baños,77 m²,Parqueadero
$ 890.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colina Campestre,3 habitaciones,4 baños,166 m²,Parqueadero
$ 890.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colina Campestre,3 habitaciones,4 baños,166 m²,Parqueadero
$ 1.549.000.000,"Lindaraja, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Lindaraja,3 habitaciones,5 baños,192 m²,Parqueadero
$ 616.000.000,"Modelia, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Modelia,3 habitaciones,2 baños,97 m²,Parqueadero
$ 370.000.000,"Las Orquideas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Las Orquideas,3 habitaciones,3 baños,74 m²,Parqueadero
$ 370.000.000,"Las Orquideas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Las Orquideas,3 habitaciones,3 baños,74 m²,Parqueadero
$ 370.000.000,"Las Orquideas, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Las Orquideas,3 habitaciones,3 baños,74 m²,Parqueadero
$ 339.000.000,"Santa Teresa, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Teresa,3 habitaciones,2 baños,66 m²,Parqueadero
$ 339.000.000,"Santa Teresa, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Teresa,3 habitaciones,2 baños,66 m²,Parqueadero
$ 450.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Batán,1 habitación,1 baño,69 m²,
$ 1.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,4 habitaciones,5 baños,153 m²,
$ 890.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colina Campestre,3 habitaciones,4 baños,166 m²,Parqueadero
$ 639.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,3 baños,104 m²,Parqueadero
$ 2.000.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,6 habitaciones,5 baños,480 m²,Parqueadero
$ 2.800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,5 habitaciones,"56,5 baños",434 m²,Parqueadero
$ 16.000.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Teusaquillo,,40 baños,,Parqueadero
$ 280.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,1 baño,44 m²,Parqueadero
$ 240.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Cedritos,1 habitación,,25 m²,Parqueadero
$ 1.524.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,"2,5 baños",,Parqueadero
$ 2.500.000.000,"Alameda, Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Alameda,,"4,5 baños",520 m²,Parqueadero
$ 185.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Quinta Camacho,1 habitación,1 baño,24 m²,
$ 1.077.000.000,"Tunjuelito, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Tunjuelito,4 habitaciones,4 baños,143 m²,
$ 900.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Bella Suiza,3 habitaciones,,79 m²,Parqueadero
$ 2.800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,"6,5 baños",400 m²,
$ 315.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,2 baños,78 m²,
$ 830.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Engativa,15 habitaciones,,400 m²,
$ 680.000.000,"Germania, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Germania,,1 baño,,Parqueadero
$ 290.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Teusaquillo,,1 baño,,
$ 770.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Centro Internacional,6 habitaciones,2 baños,150 m²,Parqueadero
$ 1.200.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,4 baños,268 m²,Parqueadero
$ 1.943.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Barrios Unidos,,7 baños,,
$ 1.300.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,3 habitaciones,4 baños,178 m²,
$ 1.800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,215 m²,
$ 1.800.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Colina Campestre,5 habitaciones,5 baños,384 m²,Parqueadero
$ 2.050.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,210 m²,Parqueadero
$ 2.300.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,"4,5 baños",240 m²,Parqueadero
$ 1.000.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,196 m²,Parqueadero
$ 1.500.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,3 baños,175 m²,Parqueadero
$ 525.000.000,"Chico Navarra, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Navarra,,1 baño,89 m²,Parqueadero
$ 2.700.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,1 baño,184 m²,
$ 2.400.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,5 baños,246 m²,Parqueadero
$ 1.150.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,4 habitaciones,"3,5 baños",183 m²,
$ 760.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,3 habitaciones,3 baños,98 m²,Parqueadero
$ 200.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,,28 m²,
$ 780.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,2 baños,122 m²,Parqueadero
$ 2.100.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,4 baños,204 m²,
$ 980.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,5 habitaciones,2 baños,205 m²,
$ 249.000.000,"Suba Tibabuyes, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba Tibabuyes,1 habitación,1 baño,,Parqueadero
$ 870.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,2 habitaciones,2 baños,86 m²,Parqueadero
$ 1.800.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,400 m²,Parqueadero
$ 1.100.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,3 habitaciones,4 baños,180 m²,Parqueadero
$ 330.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,3 habitaciones,2 baños,74 m²,
$ 1.350.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,162 m²,Parqueadero
$ 760.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Engativa,3 habitaciones,2 baños,87 m²,
$ 850.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Fontibón,4 habitaciones,4 baños,200 m²,Parqueadero
$ 1.300.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,4 habitaciones,4 baños,269 m²,Parqueadero
$ 1.600.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,3 habitaciones,3 baños,178 m²,Parqueadero
$ 1.400.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Cerros De Suba,4 habitaciones,4 baños,310 m²,Parqueadero
$ 650.000.000,"Portales Del Norte, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Portales Del Norte,4 habitaciones,4 baños,218 m²,Parqueadero
$ 680.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Teusaquillo,5 habitaciones,3 baños,177 m²,Parqueadero
$ 740.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,2 baños,90 m²,Parqueadero
$ 1.400.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,4 habitaciones,5 baños,310 m²,Parqueadero
$ 1.600.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,3 baños,200 m²,Parqueadero
$ 670.000.000,"Cofradía, Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cofradía,3 habitaciones,2 baños,80 m²,Parqueadero
$ 1.480.000.000,"Colina Campestre, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Colina Campestre,3 habitaciones,3 baños,300 m²,Parqueadero
$ 1.250.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Pasadena,3 habitaciones,"2,5 baños",150 m²,Parqueadero
$ 1.500.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Fe,20 habitaciones,22 baños,800 m²,
$ 1.250.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,206 m²,Parqueadero
$ 1.300.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Retiro,2 habitaciones,3 baños,121 m²,
$ 2.500.000.000,"Cerros De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cerros De Suba,4 habitaciones,5 baños,274 m²,
$ 800.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,"2,5 baños",145 m²,Parqueadero
$ 890.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Virrey,1 habitación,2 baños,64 m²,Parqueadero
$ 850.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,4 habitaciones,4 baños,128 m²,Parqueadero
$ 950.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Puente Aranda,3 habitaciones,3 baños,142 m²,Parqueadero
$ 750.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,4 habitaciones,2 baños,190 m²,Parqueadero
$ 370.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,2 baños,70 m²,Parqueadero
$ 1.320.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,2 baños,200 m²,Parqueadero
$ 400.000.000,"Puente Aranda, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en Puente Aranda,4 habitaciones,3 baños,80 m²,Parqueadero
$ 1.200.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,6 habitaciones,3 baños,380 m²,
$ 690.000.000,"Tunjuelito, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Tunjuelito,8 habitaciones,6 baños,300 m²,
$ 1.871.000.000,"Marly, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Marly,,,,Parqueadero
$ 2.845.500.000,"Chapinero Central, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero Central,,,301 m²,
$ 600.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,4 habitaciones,2 baños,130 m²,Parqueadero
$ 1.800.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Niza,4 habitaciones,4 baños,1.857 m²,Parqueadero
$ 1.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,4 baños,153 m²,Parqueadero
$ 780.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,2 baños,152 m²,Parqueadero
