price,location,type,bedrooms,bathrooms,area,parking
$ 239.900.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,2 baños,,
$ 237.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 1.754.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Virrey,,,135 m²,
$ 440.000.000,"Marly, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Marly,4 habitaciones,3 baños,93 m²,Parqueadero
$ 980.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en La Candelaria,11 habitaciones,3 baños,314 m²,
$ 2.500.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,5 baños,413 m²,Parqueadero
$ 1.350.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,7 habitaciones,,184 m²,
$ 7.350.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,5 habitaciones,6 baños,780 m²,
$ 680.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,2 baños,78 m²,
$ 236.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,,
$ 170.000.000,"Turingia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Turingia,2 habitaciones,1 baño,46 m²,
$ 750.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Fontibón,5 habitaciones,3 baños,268 m²,
$ 550.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Candelaria,3 habitaciones,2 baños,62 m²,
$ 3.710.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,6 baños,296 m²,Parqueadero
$ 800.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,8 habitaciones,4 baños,,Parqueadero
$ 235.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,1 baño,,
$ 410.000.000,"La Calleja, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en La Calleja,1 habitación,1 baño,35 m²,Parqueadero
$ 2.943.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,179 m²,
$ 1.941.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,128 m²,
$ 1.186.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,78 m²,
$ 3.907.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,487 m²,
$ 6.821.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Local comercial en Venta en Ciudad Bolívar,,,622 m²,
$ 1.646.017.377,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,128 m²,
$ 1.490.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,1 baño,154 m²,
$ 7.650.000.000,"Fontibón, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Fontibón,,6 baños,1.700 m²,Parqueadero
$ 8.800.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,355 m²,
$ 1.805.313.201,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,148 m²,
$ 219.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,,,57 m²,
$ 180.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Kennedy,1 habitación,1 baño,84 m²,
$ 7.830.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,5 baños,456 m²,
$ 530.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Norte Ii,2 habitaciones,2 baños,66 m²,
$ 850.000.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,"3,5 baños",285 m²,
$ 2.200.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,4 habitaciones,4 baños,,Parqueadero
$ 420.000.000,"Nicolas De Federman, Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nicolas De Federman,2 habitaciones,2 baños,50 m²,Parqueadero
$ 350.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,2 baños,,
$ 420.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Santa Barbara,,1 baño,71 m²,Parqueadero
$ 2.400.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,4 baños,302 m²,
$ 2.134.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,,251 m²,
$ 3.320.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,332 m²,
$ 350.000.000,"Los Mártires, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Mártires,2 habitaciones,2 baños,,
$ 420.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Santa Barbara,,1 baño,71 m²,Parqueadero
$ 2.400.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,4 baños,302 m²,
$ 2.134.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,,251 m²,
$ 3.320.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,332 m²,
$ 400.000.000,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Bella Suiza,,,37 m²,
$ 1.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,205 m²,Parqueadero
$ 1.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,182 m²,Parqueadero
$ 800.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,3 habitaciones,3 baños,124 m²,Parqueadero
$ 3.000.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,5 habitaciones,4 baños,393 m²,
$ 1.955.000.000,"Portales Del Norte, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Portales Del Norte,,2 baños,222 m²,
$ 546.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,1 baño,72 m²,
$ 546.000.000,"Chico Norte, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte,,1 baño,72 m²,
$ 265.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Fe,2 habitaciones,1 baño,76 m²,
$ 1.290.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,"2,5 baños",184 m²,Parqueadero
$ 830.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,138 m²,
$ 300.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Santa Fe,5 habitaciones,1 baño,85 m²,
$ 1.600.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Kennedy,5 habitaciones,5 baños,576 m²,Parqueadero
$ 650.000.000,"Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Fe,2 habitaciones,2 baños,68 m²,Parqueadero
$ 1.495.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,3 baños,231 m²,
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,128 m²,Parqueadero
$ 306.000.000,"Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Kennedy,3 habitaciones,2 baños,61 m²,
$ 1.566.000.000,"Las Nieves, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Local comercial en Venta en Las Nieves,,4 baños,434 m²,
$ 750.000.000,"Americas Occidental, Kennedy, Zona Suroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Americas Occidental,5 habitaciones,3 baños,205 m²,Parqueadero
$ 500.000.000,"Chico Reservado, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Reservado,,1 baño,70 m²,
$ 698.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,91 m²,Parqueadero
$ 520.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,1 habitación,"1,5 baños",48 m²,Parqueadero
$ 500.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,2 baños,72 m²,Parqueadero
$ 1.040.000.000,"El Batán, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en El Batán,4 habitaciones,4 baños,209 m²,
$ 1.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,2 baños,1.743 m²,Parqueadero
$ 530.000.000,"Chico Norte Ii, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chico Norte Ii,,,60 m²,Parqueadero
$ 2.500.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,3 habitaciones,3 baños,330 m²,
$ 3.200.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,2 baños,394 m²,
$ 1.260.000.000,"Los Rosales, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Los Rosales,2 habitaciones,3 baños,147 m²,
$ 180.000.000,"Centro Internacional, Santa Fe, Zona Centro, Bogotá D.C, Cundinamarca",Oficina en Venta en Centro Internacional,,,22 m²,
$ 999.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Barrios Unidos,,4 baños,271 m²,Parqueadero
$ 999.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,5 habitaciones,4 baños,271 m²,Parqueadero
$ 1.200.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,3 baños,223 m²,Parqueadero
$ 350.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,59 m²,
$ 435.000.000,"Britalia Norte, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Britalia Norte,2 habitaciones,2 baños,,Parqueadero
$ 1.050.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,140 m²,Parqueadero
$ 300.000.000,"Ciudad Bolívar, Zona Sur, Bogotá D.C, Cundinamarca",Casa en Venta en Ciudad Bolívar,4 habitaciones,2 baños,,
$ 510.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,2 habitaciones,2 baños,68 m²,
$ 425.000.000,"Cedritos, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cedritos,3 habitaciones,2 baños,67 m²,Parqueadero
$ 2.000.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,4 habitaciones,5 baños,222 m²,
$ 3.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,7 baños,1.677 m²,Parqueadero
$ 1.380.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,"3,5 baños",212 m²,Parqueadero
$ 1.200.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,2 baños,170 m²,
$ 1.287.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,1 baño,72 m²,
$ 1.400.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,2 baños,192 m²,
$ 2.200.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,419 m²,
$ 1.235.598.000,"Niza, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Niza,3 habitaciones,4 baños,132 m²,
$ 850.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,4 habitaciones,3 baños,198 m²,Parqueadero
$ 900.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,4 baños,113 m²,
$ 1.650.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,4 baños,238 m²,
$ 565.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,100 m²,Parqueadero
$ 4.000.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,5 baños,1.731 m²,Parqueadero
$ 820.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,138 m²,Parqueadero
$ 890.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,140 m²,Parqueadero
$ 760.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,119 m²,Parqueadero
$ 540.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,2 baños,70 m²,Parqueadero
$ 540.000.000,"Colinas De Suba, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Colinas De Suba,3 habitaciones,2 baños,70 m²,Parqueadero
$ 820.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,169 m²,Parqueadero
$ 20.000.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,3.200 m²,
$ 1.950.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,4 baños,232 m²,Parqueadero
$ 1.200.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,4 habitaciones,3 baños,306 m²,
$ 400.000.000,"Quinta Camacho, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Quinta Camacho,1 habitación,1 baño,43 m²,Parqueadero
$ 798.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,2 habitaciones,2 baños,92 m²,
$ 1.190.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,3 baños,203 m²,Parqueadero
$ 2.190.000.000,"El Virrey, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Virrey,3 habitaciones,3 baños,164 m²,
$ 1.300.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,4 habitaciones,4 baños,230 m²,Parqueadero
$ 1.300.000.000,"San Patricio, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en San Patricio,3 habitaciones,4 baños,128 m²,Parqueadero
$ 1.100.000.000,"Cabrero, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Cabrero,2 habitaciones,2 baños,116 m²,
$ 750.000.000,"Nueva Autopista, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Autopista,3 habitaciones,3 baños,121 m²,
$ 2.700.000.000,"Chico Navarra, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chico Navarra,5 habitaciones,6 baños,370 m²,Parqueadero
$ 950.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Barrios Unidos,3 habitaciones,2 baños,211 m²,Parqueadero
$ 423.700.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,2 habitaciones,2 baños,67 m²,
$ 3.100.000.000,"La Candelaria, Zona Centro, Bogotá D.C, Cundinamarca",Casa en Venta en La Candelaria,17 habitaciones,6 baños,808 m²,
$ 770.000.000,"Barrios Unidos, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Barrios Unidos,3 habitaciones,4 baños,160 m²,Parqueadero
$ 550.000.000,"El Contador, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Contador,3 habitaciones,2 baños,90 m²,Parqueadero
$ 550.000.000,"El Contador, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Contador,3 habitaciones,2 baños,90 m²,Parqueadero
$ 697.474.539,"Bella Suiza, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bella Suiza,2 habitaciones,2 baños,74 m²,
$ 2.600.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,5 baños,286 m²,Parqueadero
$ 900.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,3 baños,180 m²,Parqueadero
$ 1.100.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en El Chicó,,,70 m²,
$ 550.000.000,"El Contador, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Contador,3 habitaciones,2 baños,90 m²,Parqueadero
$ 650.000.000,"Santa Maria Del Lago, Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Casa en Venta en Santa Maria Del Lago,5 habitaciones,"1,5 baños",,Parqueadero
$ 400.000.000,"Antonio Nariño, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Antonio Nariño,3 habitaciones,2 baños,,Parqueadero
$ 1.200.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,2 habitaciones,3 baños,165 m²,Parqueadero
$ 1.500.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,215 m²,Parqueadero
$ 235.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,1 habitación,1 baño,37 m²,
$ 1.089.798.840,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,3 habitaciones,4 baños,223 m²,Parqueadero
$ 970.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,2 baños,132 m²,
$ 950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,133 m²,Parqueadero
$ 950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,3 baños,133 m²,Parqueadero
$ 1.050.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,3 baños,150 m²,Parqueadero
$ 1.050.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,3 baños,150 m²,Parqueadero
$ 3.400.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,6 baños,800 m²,
$ 189.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,1 baño,50 m²,
$ 440.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,4 habitaciones,3 baños,90 m²,
$ 225.000.000,"Turingia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartaestudio en Venta en Turingia,2 habitaciones,1 baño,35 m²,
$ 173.000.000,"Bosa, Zona Suroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Bosa,3 habitaciones,2 baños,45 m²,
$ 1.950.000.000,"Engativa, Zona Occidental, Bogotá D.C, Cundinamarca",Local comercial en Venta en Engativa,,6 baños,500 m²,
$ 1.150.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,3 baños,123 m²,Parqueadero
$ 1.700.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Pasadena,,,500 m²,Parqueadero
$ 400.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Oficina en Venta en Usaquén,,1 baño,36 m²,
$ 590.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,2 habitaciones,2 baños,84 m²,
$ 2.500.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,4 habitaciones,4 baños,420 m²,Parqueadero
$ 1.150.000.000,"Teusaquillo, Zona Chapinero, Bogotá D.C, Cundinamarca",Casa en Venta en Teusaquillo,3 habitaciones,4 baños,297 m²,
$ 570.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,106 m²,Parqueadero
$ 570.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,3 habitaciones,3 baños,103 m²,Parqueadero
$ 400.000.000,"Antonio Nariño, Zona Sur, Bogotá D.C, Cundinamarca",Apartamento en Venta en Antonio Nariño,3 habitaciones,2 baños,,Parqueadero
$ 1.615.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Oficina en Venta en Chapinero,3 habitaciones,3 baños,184 m²,
$ 1.699.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en Chapinero,,,232 m²,Parqueadero
$ 2.600.000.000,"Nueva Autopista, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Nueva Autopista,10 habitaciones,8 baños,,Parqueadero
$ 1.040.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,3 baños,210 m²,Parqueadero
$ 424.000.000,"Mazuren, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Mazuren,3 habitaciones,2 baños,63 m²,Parqueadero
$ 424.000.000,"Mazuren, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Mazuren,3 habitaciones,2 baños,63 m²,Parqueadero
$ 800.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,1 habitación,2 baños,83 m²,Parqueadero
$ 850.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,2 habitaciones,2 baños,104 m²,Parqueadero
$ 2.900.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Pasadena,5 habitaciones,6 baños,397 m²,Parqueadero
$ 820.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,3 habitaciones,3 baños,141 m²,Parqueadero
$ 1.950.000.000,"Pasadena , Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Pasadena,3 habitaciones,3 baños,310 m²,
$ 253.000.000,"Nueva Zelandia, Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Nueva Zelandia,2 habitaciones,1 baño,39 m²,
$ 540.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,3 baños,99 m²,
$ 655.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Apartamento en Venta en Suba,3 habitaciones,2 baños,92 m²,
$ 1.580.000.000,"Santa Barbara, Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Santa Barbara,3 habitaciones,4 baños,145 m²,Parqueadero
$ 200.000.000,"El Retiro, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Local comercial en Venta en El Retiro,1 habitación,1 baño,32 m²,
$ 2.950.000.000,"Suba, Zona Noroccidental, Bogotá D.C, Cundinamarca",Casa en Venta en Suba,3 habitaciones,4 baños,379 m²,Parqueadero
$ 970.000.000,"El Chicó, Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en El Chicó,2 habitaciones,3 baños,107 m²,
$ 1.284.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Apartamento en Venta en Usaquén,5 habitaciones,5 baños,263 m²,Parqueadero
$ 1.150.000.000,"Chapinero, Zona Chapinero, Bogotá D.C, Cundinamarca",Apartamento en Venta en Chapinero,2 habitaciones,4 baños,164 m²,Parqueadero
$ 980.000.000,"Usaquén, Zona Norte, Bogotá D.C, Cundinamarca",Casa en Venta en Usaquén,4 habitaciones,3 baños,180 m²,Parqueadero
